생년월일,목,화,토,금,수
1965914,2,1,1,2,0
1965915,2,1,0,2,1
1965916,2,1,0,2,1
1965917,3,1,1,1,0
1965918,3,1,0,1,1
1965919,2,2,0,1,1
1965920,2,2,1,1,0
1965921,3,1,1,1,0
1965922,3,1,1,1,0
1965923,2,1,1,2,0
1965924,2,2,0,2,0
1965925,2,2,0,1,1
1965926,2,1,1,1,1
1965927,3,1,0,2,0
1965928,3,1,0,2,0
1965929,2,2,1,1,0
1965930,2,2,0,1,1
1965101,2,1,1,1,1
1965102,2,1,2,1,0
1965103,3,1,0,2,0
1965104,3,1,0,2,0
1965105,2,1,1,1,1
1965106,2,2,0,1,1
1965107,3,2,0,1,0
1965108,3,1,1,1,0
1965109,1,3,1,1,0
19651010,1,3,1,1,0
19651011,1,2,3,0,0
19651012,1,2,2,0,1
19651013,1,2,1,1,1
19651014,1,2,2,1,0
19651015,2,2,1,0,1
19651016,2,2,1,0,1
19651017,2,2,2,0,0
19651018,2,3,1,0,0
19651019,1,4,1,0,0
19651020,1,3,2,0,0
19651021,1,2,2,1,0
19651022,1,2,2,1,0
19651023,1,2,2,1,0
19651024,1,2,1,1,1
19651025,1,2,1,0,2
19651026,1,2,2,0,1
19651027,3,2,1,0,0
19651028,3,2,1,0,0
19651029,1,3,2,0,0
19651030,1,4,1,0,0
1965111,1,2,3,0,0
1965112,1,2,1,2,0
1965113,1,2,1,2,0
1965114,1,2,2,0,1
1965115,1,2,1,0,2
1965116,2,2,1,0,1
1965117,2,2,2,0,0
1965118,2,3,0,0,1
1965119,2,3,0,0,1
19651110,1,2,2,0,1
19651111,1,3,1,0,1
19651112,1,3,0,1,1
19651113,1,2,1,1,1
19651114,1,2,0,1,2
19651115,1,2,0,1,2
19651116,2,2,1,0,1
19651117,2,2,0,0,2
19651118,1,3,0,0,2
19651119,1,3,1,0,1
19651120,2,2,1,0,1
19651121,2,2,1,0,1
19651122,1,2,1,1,1
19651123,1,3,0,1,1
19651124,1,3,0,0,2
19651125,1,2,1,0,2
19651126,2,2,0,1,1
19651127,2,2,0,1,1
19651128,1,3,1,0,1
19651129,1,3,0,0,2
19651130,1,2,1,0,2
1965121,1,2,2,0,1
1965122,2,2,0,1,1
1965123,2,2,0,1,1
1965124,1,2,1,0,2
1965125,1,3,0,0,2
1965126,2,3,0,0,1
1965127,2,2,1,0,1
1965128,1,2,1,1,1
1965129,1,2,1,1,1
19651210,1,1,3,0,1
19651211,1,1,2,0,2
19651212,1,1,1,1,2
19651213,1,1,2,1,1
19651214,2,1,1,0,2
19651215,2,1,1,0,2
19651216,2,1,2,0,1
19651217,2,2,1,0,1
19651218,1,3,1,0,1
19651219,1,2,2,0,1
19651220,1,1,2,1,1
19651221,1,1,2,1,1
19651222,1,1,2,1,1
19651223,1,1,1,1,2
19651224,1,1,1,0,3
19651225,1,1,2,0,2
19651226,3,1,1,0,1
19651227,3,1,1,0,1
19651228,1,2,2,0,1
19651229,1,3,1,0,1
19651230,1,2,2,0,1
196611,1,1,1,2,1
196612,1,1,1,2,1
196613,1,1,2,0,2
196614,1,1,1,0,3
196615,2,1,1,0,2
196616,2,1,2,0,1
196617,2,2,2,0,0
196618,2,2,2,0,0
196619,1,1,4,0,0
1966110,1,2,3,0,0
1966111,1,2,2,1,0
1966112,1,1,3,1,0
1966113,1,1,2,1,1
1966114,1,1,2,1,1
1966115,2,1,3,0,0
1966116,2,1,2,0,1
1966117,1,2,2,0,1
1966118,1,2,3,0,0
1966119,2,1,3,0,0
1966120,2,1,3,0,0
1966121,1,1,3,1,0
1966122,1,2,2,1,0
1966123,1,2,2,0,1
1966124,1,1,3,0,1
1966125,2,1,2,1,0
1966126,2,1,2,1,0
1966127,1,2,3,0,0
1966128,1,2,2,0,1
1966129,1,1,3,0,1
1966130,1,1,4,0,0
196621,2,1,2,1,0
196622,1,1,3,0,1
196623,1,2,2,0,1
196624,2,2,2,0,0
196625,2,2,1,1,0
196626,1,3,0,2,0
196627,1,3,0,2,0
196628,1,2,2,1,0
196629,1,2,1,1,1
1966210,1,2,0,2,1
1966211,1,2,1,2,0
1966212,2,2,0,1,1
1966213,2,2,0,1,1
1966214,2,2,1,1,0
1966215,2,3,0,1,0
1966216,1,4,0,1,0
1966217,1,3,1,1,0
1966218,1,2,1,2,0
1966219,1,2,1,2,0
1966220,1,2,1,2,0
1966221,1,2,0,2,1
1966222,1,2,0,1,2
1966223,1,2,1,1,1
1966224,3,2,0,1,0
1966225,3,2,0,1,0
1966226,1,3,1,1,0
1966227,1,4,0,1,0
1966228,1,3,1,1,0
196631,1,2,2,1,0
196632,1,2,0,3,0
196633,1,2,0,3,0
196634,1,2,1,1,1
196635,1,2,0,1,2
196636,2,2,0,1,1
196637,2,2,1,1,0
196638,2,3,0,1,0
196639,2,3,0,1,0
1966310,1,2,2,1,0
1966311,1,3,1,1,0
1966312,1,3,0,2,0
1966313,1,2,1,2,0
1966314,1,2,0,2,1
1966315,1,2,0,2,1
1966316,2,2,1,1,0
1966317,2,2,0,1,1
1966318,1,3,0,1,1
1966319,1,3,1,1,0
1966320,2,2,1,1,0
1966321,2,2,1,1,0
1966322,1,2,1,2,0
1966323,1,3,0,2,0
1966324,1,3,0,1,1
1966325,1,2,1,1,1
1966326,2,2,0,2,0
1966327,2,2,0,2,0
1966328,1,3,1,1,0
1966329,1,3,0,1,1
1966330,1,2,1,1,1
196641,2,2,0,2,0
196642,2,2,0,2,0
196643,1,2,1,1,1
196644,1,3,0,1,1
196645,2,3,0,1,0
196646,1,2,2,0,1
196647,0,3,1,1,1
196648,0,3,1,1,1
196649,0,2,3,0,1
1966410,0,2,2,0,2
1966411,0,2,1,1,2
1966412,0,2,2,1,1
1966413,1,2,1,0,2
1966414,1,2,1,0,2
1966415,1,2,2,0,1
1966416,1,3,1,0,1
1966417,0,4,1,0,1
1966418,0,3,2,0,1
1966419,0,2,2,1,1
1966420,0,2,2,1,1
1966421,0,2,2,1,1
1966422,0,2,1,1,2
1966423,0,2,1,0,3
1966424,0,2,2,0,2
1966425,2,2,1,0,1
1966426,2,2,1,0,1
1966427,0,3,2,0,1
1966428,0,4,1,0,1
1966429,0,3,2,0,1
1966430,0,2,3,0,1
196651,0,2,1,2,1
196652,0,2,1,2,1
196653,0,2,2,0,2
196654,0,2,1,0,3
196655,1,2,1,0,2
196656,1,2,2,0,1
196657,1,4,0,0,1
196658,1,4,0,0,1
196659,0,3,2,0,1
1966510,0,4,1,0,1
1966511,0,4,0,1,1
1966512,0,3,1,1,1
1966513,0,3,0,1,2
1966514,0,3,0,1,2
1966515,1,3,1,0,1
1966516,1,3,0,0,2
1966517,0,4,0,0,2
1966518,0,4,1,0,1
1966519,1,3,1,0,1
1966520,1,3,1,0,1
1966521,0,3,1,1,1
1966522,0,4,0,1,1
1966523,0,4,0,0,2
1966524,0,3,1,0,2
1966525,1,3,0,1,1
1966526,1,3,0,1,1
1966527,0,4,1,0,1
1966528,0,4,0,0,2
1966529,0,3,1,0,2
1966530,0,3,2,0,1
196661,1,3,0,1,1
196662,0,3,1,0,2
196663,0,4,0,0,2
196664,1,4,0,0,1
196665,1,3,1,0,1
196666,0,4,0,1,1
196667,1,4,0,1,0
196668,1,3,2,0,0
196669,1,3,1,0,1
1966610,1,3,0,1,1
1966611,1,3,1,1,0
1966612,2,3,0,0,1
1966613,2,3,0,0,1
1966614,2,3,1,0,0
1966615,2,4,0,0,0
1966616,1,5,0,0,0
1966617,1,4,1,0,0
1966618,1,3,1,1,0
1966619,1,3,1,1,0
1966620,1,3,1,1,0
1966621,1,3,0,1,1
1966622,1,3,0,0,2
1966623,1,3,1,0,1
1966624,3,3,0,0,0
1966625,3,3,0,0,0
1966626,1,4,1,0,0
1966627,1,5,0,0,0
1966628,1,4,1,0,0
1966629,1,3,2,0,0
1966630,1,3,0,2,0
196671,1,3,0,2,0
196672,1,3,1,0,1
196673,1,3,0,0,2
196674,2,3,0,0,1
196675,2,3,1,0,0
196676,2,4,0,0,0
196677,2,4,0,0,0
196678,1,2,3,0,0
196679,1,3,2,0,0
1966710,1,3,1,1,0
1966711,1,2,2,1,0
1966712,1,2,1,1,1
1966713,1,2,1,1,1
1966714,2,2,2,0,0
1966715,2,2,1,0,1
1966716,1,3,1,0,1
1966717,1,3,2,0,0
1966718,2,2,2,0,0
1966719,2,2,2,0,0
1966720,1,2,2,1,0
1966721,1,3,1,1,0
1966722,1,3,1,0,1
1966723,1,2,2,0,1
1966724,2,2,1,1,0
1966725,2,2,1,1,0
1966726,1,3,2,0,0
1966727,1,3,1,0,1
1966728,1,2,2,0,1
1966729,1,2,3,0,0
1966730,2,2,1,1,0
196681,1,2,2,0,1
196682,1,3,1,0,1
196683,2,3,1,0,0
196684,2,2,2,0,0
196685,1,3,1,1,0
196686,1,3,1,1,0
196687,1,2,3,0,0
196688,1,2,2,0,1
196689,0,3,0,2,1
1966810,0,3,1,2,0
1966811,1,3,0,1,1
1966812,1,3,0,1,1
1966813,1,3,1,1,0
1966814,1,4,0,1,0
1966815,0,5,0,1,0
1966816,0,4,1,1,0
1966817,0,3,1,2,0
1966818,0,3,1,2,0
1966819,0,3,1,2,0
1966820,0,3,0,2,1
1966821,0,3,0,1,2
1966822,0,3,1,1,1
1966823,2,3,0,1,0
1966824,2,3,0,1,0
1966825,0,4,1,1,0
1966826,0,5,0,1,0
1966827,0,4,1,1,0
1966828,0,3,2,1,0
1966829,0,3,0,3,0
1966830,0,3,0,3,0
196691,0,3,0,1,2
196692,1,3,0,1,1
196693,1,3,1,1,0
196694,1,4,0,1,0
196695,1,4,0,1,0
196696,0,3,2,1,0
196697,0,4,1,1,0
196698,0,4,0,2,0
196699,0,3,1,2,0
1966910,0,3,0,2,1
1966911,0,3,0,2,1
1966912,1,3,1,1,0
1966913,1,3,0,1,1
1966914,0,4,0,1,1
1966915,0,4,1,1,0
1966916,1,3,1,1,0
1966917,1,3,1,1,0
1966918,0,3,1,2,0
1966919,0,4,0,2,0
1966920,0,4,0,1,1
1966921,0,3,1,1,1
1966922,1,3,0,2,0
1966923,1,3,0,2,0
1966924,0,4,1,1,0
1966925,0,4,0,1,1
1966926,0,3,1,1,1
1966927,0,3,2,1,0
1966928,1,3,0,2,0
1966929,1,3,0,2,0
1966930,0,3,1,1,1
1966101,0,4,0,1,1
1966102,1,4,0,1,0
1966103,1,3,1,1,0
1966104,0,4,0,2,0
1966105,0,4,0,2,0
1966106,0,3,2,1,0
1966107,0,3,1,1,1
1966108,0,3,0,2,1
1966109,0,3,1,2,0
19661010,1,2,2,0,1
19661011,1,2,2,0,1
19661012,1,2,3,0,0
19661013,1,3,2,0,0
19661014,0,4,2,0,0
19661015,0,3,3,0,0
19661016,0,2,3,1,0
19661017,0,2,3,1,0
19661018,0,2,3,1,0
19661019,0,2,2,1,1
19661020,0,2,2,0,2
19661021,0,2,3,0,1
19661022,2,2,2,0,0
19661023,2,2,2,0,0
19661024,0,3,3,0,0
19661025,0,4,2,0,0
19661026,0,3,3,0,0
19661027,0,2,4,0,0
19661028,0,2,2,2,0
19661029,0,2,2,2,0
19661030,0,2,3,0,1
1966111,1,2,2,0,1
1966112,1,2,3,0,0
1966113,1,3,2,0,0
1966114,1,3,2,0,0
1966115,0,2,4,0,0
1966116,0,3,3,0,0
1966117,0,3,2,1,0
1966118,0,2,3,1,0
1966119,0,2,1,1,2
19661110,0,2,1,1,2
19661111,1,2,2,0,1
19661112,1,2,1,0,2
19661113,0,3,1,0,2
19661114,0,3,2,0,1
19661115,1,2,2,0,1
19661116,1,2,2,0,1
19661117,0,2,2,1,1
19661118,0,3,1,1,1
19661119,0,3,1,0,2
19661120,0,2,2,0,2
19661121,1,2,1,1,1
19661122,1,2,1,1,1
19661123,0,3,2,0,1
19661124,0,3,1,0,2
19661125,0,2,2,0,2
19661126,0,2,3,0,1
19661127,1,2,1,1,1
19661128,1,2,1,1,1
19661129,0,2,2,0,2
19661130,0,3,1,0,2
1966121,1,3,1,0,1
1966122,1,2,2,0,1
1966123,0,3,1,1,1
1966124,0,3,1,1,1
1966125,0,2,3,0,1
1966126,0,2,2,0,2
1966127,0,2,1,1,2
1966128,0,2,1,2,1
1966129,1,2,0,1,2
19661210,1,2,0,1,2
19661211,1,2,1,1,1
19661212,1,3,0,1,1
19661213,0,4,0,1,1
19661214,0,3,1,1,1
19661215,0,2,1,2,1
19661216,0,2,1,2,1
19661217,0,2,1,2,1
19661218,0,2,0,2,2
19661219,0,2,0,1,3
19661220,0,2,1,1,2
19661221,2,2,0,1,1
19661222,2,2,0,1,1
19661223,0,3,1,1,1
19661224,0,4,0,1,1
19661225,0,3,1,1,1
19661226,0,2,2,1,1
19661227,0,2,0,3,1
19661228,0,2,0,3,1
19661229,0,2,1,1,2
19661230,0,2,0,1,3
196711,1,2,1,1,1
196712,1,3,0,1,1
196713,1,3,0,1,1
196714,0,2,2,1,1
196715,0,3,1,1,1
196716,0,3,0,2,1
196717,0,2,2,2,0
196718,0,2,1,2,1
196719,0,2,1,2,1
1967110,1,2,2,1,0
1967111,1,2,1,1,1
1967112,0,3,1,1,1
1967113,0,3,2,1,0
1967114,1,2,2,1,0
1967115,1,2,2,1,0
1967116,0,2,2,2,0
1967117,0,3,1,2,0
1967118,0,3,1,1,1
1967119,0,2,2,1,1
1967120,1,2,1,2,0
1967121,1,2,1,2,0
1967122,0,3,2,1,0
1967123,0,3,1,1,1
1967124,0,2,2,1,1
1967125,0,2,3,1,0
1967126,1,2,1,2,0
1967127,1,2,1,2,0
1967128,0,2,2,1,1
1967129,0,3,1,1,1
1967130,1,3,1,1,0
196721,0,3,1,2,0
196722,0,3,1,2,0
196723,0,2,3,1,0
196724,0,2,2,1,1
196725,1,1,1,1,2
196726,1,1,2,1,1
196727,2,1,1,0,2
196728,2,1,1,0,2
196729,2,1,2,0,1
1967210,2,2,1,0,1
1967211,1,3,1,0,1
1967212,1,2,2,0,1
1967213,1,1,2,1,1
1967214,1,1,2,1,1
1967215,1,1,2,1,1
1967216,1,1,1,1,2
1967217,1,1,1,0,3
1967218,1,1,2,0,2
1967219,3,1,1,0,1
1967220,3,1,1,0,1
1967221,1,2,2,0,1
1967222,1,3,1,0,1
1967223,1,2,2,0,1
1967224,1,1,3,0,1
1967225,1,1,1,2,1
1967226,1,1,1,2,1
1967227,1,1,2,0,2
1967228,1,1,1,0,3
196731,2,1,1,0,2
196732,2,1,2,0,1
196733,2,2,1,0,1
196734,2,2,1,0,1
196735,1,1,3,0,1
196736,1,2,2,0,1
196737,1,2,1,1,1
196738,1,1,2,1,1
196739,1,1,1,1,2
1967310,1,1,1,1,2
1967311,2,1,2,0,1
1967312,2,1,1,0,2
1967313,1,2,1,0,2
1967314,1,2,2,0,1
1967315,2,1,2,0,1
1967316,2,1,2,0,1
1967317,1,1,2,1,1
1967318,1,2,1,1,1
1967319,1,2,1,0,2
1967320,1,1,2,0,2
1967321,2,1,1,1,1
1967322,2,1,1,1,1
1967323,1,2,2,0,1
1967324,1,2,1,0,2
1967325,1,1,2,0,2
1967326,1,1,3,0,1
1967327,2,1,1,1,1
1967328,2,1,1,1,1
1967329,1,1,2,0,2
1967330,1,2,1,0,2
196741,2,1,2,0,1
196742,1,2,1,1,1
196743,1,2,1,1,1
196744,1,1,3,0,1
196745,1,1,2,0,2
196746,1,1,2,1,1
196747,1,1,3,1,0
196748,2,1,2,0,1
196749,2,1,2,0,1
1967410,2,1,3,0,0
1967411,2,2,2,0,0
1967412,1,3,2,0,0
1967413,1,2,3,0,0
1967414,1,1,3,1,0
1967415,1,1,3,1,0
1967416,1,1,3,1,0
1967417,1,1,2,1,1
1967418,1,1,2,0,2
1967419,1,1,3,0,1
1967420,3,1,2,0,0
1967421,3,1,2,0,0
1967422,1,2,3,0,0
1967423,1,3,2,0,0
1967424,1,2,3,0,0
1967425,1,1,4,0,0
1967426,1,1,2,2,0
1967427,1,1,2,2,0
1967428,1,1,3,0,1
1967429,1,1,2,0,2
1967430,2,1,2,0,1
196751,2,1,3,0,0
196752,2,2,2,0,0
196753,2,2,2,0,0
196754,1,1,4,0,0
196755,1,2,3,0,0
196756,1,2,2,1,0
196757,1,2,2,1,0
196758,1,2,1,1,1
196759,1,2,1,1,1
1967510,2,2,2,0,0
1967511,2,2,1,0,1
1967512,1,3,1,0,1
1967513,1,3,2,0,0
1967514,2,2,2,0,0
1967515,2,2,2,0,0
1967516,1,2,2,1,0
1967517,1,3,1,1,0
1967518,1,3,1,0,1
1967519,1,2,2,0,1
1967520,2,2,1,1,0
1967521,2,2,1,1,0
1967522,1,3,2,0,0
1967523,1,3,1,0,1
1967524,1,2,2,0,1
1967525,1,2,3,0,0
1967526,2,2,1,1,0
1967527,2,2,1,1,0
1967528,1,2,2,0,1
1967529,1,3,1,0,1
1967530,2,3,1,0,0
196761,1,3,1,1,0
196762,1,3,1,1,0
196763,1,2,3,0,0
196764,1,2,2,0,1
196765,1,2,1,1,1
196766,1,2,2,1,0
196767,1,3,1,0,1
196768,1,3,1,0,1
196769,1,3,2,0,0
1967610,1,4,1,0,0
1967611,0,5,1,0,0
1967612,0,4,2,0,0
1967613,0,3,2,1,0
1967614,0,3,2,1,0
1967615,0,3,2,1,0
1967616,0,3,1,1,1
1967617,0,3,1,0,2
1967618,0,3,2,0,1
1967619,2,3,1,0,0
1967620,2,3,1,0,0
1967621,0,4,2,0,0
1967622,0,5,1,0,0
1967623,0,4,2,0,0
1967624,0,3,3,0,0
1967625,0,3,1,2,0
1967626,0,3,1,2,0
1967627,0,3,2,0,1
1967628,0,3,1,0,2
1967629,1,3,1,0,1
1967630,1,3,2,0,0
196771,1,4,1,0,0
196772,1,4,1,0,0
196773,0,3,3,0,0
196774,0,4,2,0,0
196775,0,4,1,1,0
196776,0,3,2,1,0
196777,0,3,1,1,1
196778,0,3,1,1,1
196779,1,2,3,0,0
1967710,1,2,2,0,1
1967711,0,3,2,0,1
1967712,0,3,3,0,0
1967713,1,2,3,0,0
1967714,1,2,3,0,0
1967715,0,2,3,1,0
1967716,0,3,2,1,0
1967717,0,3,2,0,1
1967718,0,2,3,0,1
1967719,1,2,2,1,0
1967720,1,2,2,1,0
1967721,0,3,3,0,0
1967722,0,3,2,0,1
1967723,0,2,3,0,1
1967724,0,2,4,0,0
1967725,1,2,2,1,0
1967726,1,2,2,1,0
1967727,0,2,3,0,1
1967728,0,3,2,0,1
1967729,1,3,2,0,0
1967730,1,2,3,0,0
196781,0,3,2,1,0
196782,0,2,4,0,0
196783,0,2,3,0,1
196784,0,2,2,1,1
196785,0,2,3,1,0
196786,1,2,2,0,1
196787,1,2,2,0,1
196788,1,2,3,0,0
196789,1,2,2,1,0
1967810,0,3,2,1,0
1967811,0,2,3,1,0
1967812,0,1,3,2,0
1967813,0,1,3,2,0
1967814,0,1,3,2,0
1967815,0,1,2,2,1
1967816,0,1,2,1,2
1967817,0,1,3,1,1
1967818,2,1,2,1,0
1967819,2,1,2,1,0
1967820,0,2,3,1,0
1967821,0,3,2,1,0
1967822,0,2,3,1,0
1967823,0,1,4,1,0
1967824,0,1,2,3,0
1967825,0,1,2,3,0
1967826,0,1,3,1,1
1967827,0,1,2,1,2
1967828,1,1,2,1,1
1967829,1,1,3,1,0
1967830,1,2,2,1,0
196791,0,1,4,1,0
196792,0,2,3,1,0
196793,0,2,2,2,0
196794,0,1,3,2,0
196795,0,1,2,2,1
196796,0,1,2,2,1
196797,1,1,3,1,0
196798,1,1,2,1,1
196799,0,2,2,1,1
1967910,0,2,3,1,0
1967911,1,1,3,1,0
1967912,1,1,3,1,0
1967913,0,1,3,2,0
1967914,0,2,2,2,0
1967915,0,2,2,1,1
1967916,0,1,3,1,1
1967917,1,1,2,2,0
1967918,1,1,2,2,0
1967919,0,2,3,1,0
1967920,0,2,2,1,1
1967921,0,1,3,1,1
1967922,0,1,4,1,0
1967923,1,1,2,2,0
1967924,1,1,2,2,0
1967925,0,1,3,1,1
1967926,0,2,2,1,1
1967927,1,2,2,1,0
1967928,1,1,3,1,0
1967929,0,2,2,2,0
1967930,0,2,2,2,0
1967101,0,1,4,1,0
1967102,0,1,3,1,1
1967103,0,1,2,2,1
1967104,0,1,3,2,0
1967105,1,1,2,1,1
1967106,1,1,2,1,1
1967107,1,1,3,1,0
1967108,1,2,2,1,0
1967109,0,3,2,1,0
19671010,0,2,3,1,0
19671011,0,1,3,2,0
19671012,0,1,3,2,0
19671013,0,1,3,2,0
19671014,0,1,2,2,1
19671015,0,1,2,1,2
19671016,0,1,3,1,1
19671017,2,1,2,1,0
19671018,2,1,2,1,0
19671019,0,2,3,1,0
19671020,0,3,2,1,0
19671021,0,2,3,1,0
19671022,0,1,4,1,0
19671023,0,1,2,3,0
19671024,0,1,2,3,0
19671025,0,1,3,1,1
19671026,0,1,2,1,2
19671027,1,1,2,1,1
19671028,1,1,3,1,0
19671029,1,2,2,1,0
19671030,1,2,2,1,0
1967111,0,2,3,1,0
1967112,0,2,2,2,0
1967113,0,1,3,2,0
1967114,0,1,2,2,1
1967115,0,1,2,2,1
1967116,1,1,3,1,0
1967117,1,1,2,1,1
1967118,0,2,2,1,1
1967119,0,2,2,1,1
19671110,1,1,2,1,1
19671111,1,1,2,1,1
19671112,0,1,2,2,1
19671113,0,2,1,2,1
19671114,0,2,1,1,2
19671115,0,1,2,1,2
19671116,1,1,1,2,1
19671117,1,1,1,2,1
19671118,0,2,2,1,1
19671119,0,2,1,1,2
19671120,0,1,2,1,2
19671121,0,1,3,1,1
19671122,1,1,1,2,1
19671123,1,1,1,2,1
19671124,0,1,2,1,2
19671125,0,2,1,1,2
19671126,1,2,1,1,1
19671127,1,1,2,1,1
19671128,0,2,1,2,1
19671129,0,2,1,2,1
19671130,0,1,3,1,1
1967121,0,1,2,1,2
1967122,0,1,1,2,2
1967123,0,1,2,2,1
1967124,1,1,1,1,2
1967125,1,1,1,1,2
1967126,1,1,2,1,1
1967127,1,2,1,1,1
1967128,0,3,1,1,1
1967129,0,2,2,0,2
19671210,0,1,2,1,2
19671211,0,1,2,1,2
19671212,0,1,2,1,2
19671213,0,1,1,1,3
19671214,0,1,1,0,4
19671215,0,1,2,0,3
19671216,2,1,1,0,2
19671217,2,1,1,0,2
19671218,0,2,2,0,2
19671219,0,3,1,0,2
19671220,0,2,2,0,2
19671221,0,1,3,0,2
19671222,0,1,1,2,2
19671223,0,1,1,2,2
19671224,0,1,2,0,3
19671225,0,1,1,0,4
19671226,1,1,1,0,3
19671227,1,1,2,0,2
19671228,1,2,1,0,2
19671229,1,2,1,0,2
19671230,0,1,3,0,2
196811,0,2,1,1,2
196812,0,1,2,1,2
196813,0,1,1,1,3
196814,0,1,1,1,3
196815,1,1,2,0,2
196816,1,1,1,0,3
196817,0,2,2,0,2
196818,0,2,3,0,1
196819,1,1,3,0,1
1968110,1,1,3,0,1
1968111,0,1,3,1,1
1968112,0,2,2,1,1
1968113,0,2,2,0,2
1968114,0,1,3,0,2
1968115,1,1,2,1,1
1968116,1,1,2,1,1
1968117,0,2,3,0,1
1968118,0,2,2,0,2
1968119,0,1,3,0,2
1968120,0,1,4,0,1
1968121,1,1,2,1,1
1968122,1,1,2,1,1
1968123,0,1,3,0,2
1968124,0,2,2,0,2
1968125,1,2,2,0,1
1968126,1,1,3,0,1
1968127,0,2,2,1,1
1968128,0,2,2,1,1
1968129,0,1,4,0,1
1968130,0,1,3,0,2
196821,0,1,3,1,1
196822,1,1,2,0,2
196823,1,1,2,0,2
196824,1,1,3,0,1
196825,1,2,2,0,1
196826,2,2,1,1,0
196827,2,1,2,1,0
196828,2,0,2,2,0
196829,2,0,2,2,0
1968210,2,0,2,2,0
1968211,2,0,1,2,1
1968212,2,0,1,1,2
1968213,2,0,2,1,1
1968214,4,0,1,1,0
1968215,4,0,1,1,0
1968216,2,1,2,1,0
1968217,2,2,1,1,0
1968218,2,1,2,1,0
1968219,2,0,3,1,0
1968220,2,0,1,3,0
1968221,2,0,1,3,0
1968222,2,0,2,1,1
1968223,2,0,1,1,2
1968224,3,0,1,1,1
1968225,3,0,2,1,0
1968226,3,1,1,1,0
1968227,3,1,1,1,0
1968228,2,0,3,1,0
1968229,2,1,2,1,0
196831,2,1,1,2,0
196832,2,0,2,2,0
196833,2,0,1,2,1
196834,2,0,1,2,1
196835,3,0,2,1,0
196836,3,0,1,1,1
196837,2,1,1,1,1
196838,2,1,2,1,0
196839,3,0,2,1,0
1968310,3,0,2,1,0
1968311,2,0,2,2,0
1968312,2,1,1,2,0
1968313,2,1,1,1,1
1968314,2,0,2,1,1
1968315,3,0,1,2,0
1968316,3,0,1,2,0
1968317,2,1,2,1,0
1968318,2,1,1,1,1
1968319,2,0,2,1,1
1968320,2,0,3,1,0
1968321,3,0,1,2,0
1968322,3,0,1,2,0
1968323,2,0,2,1,1
1968324,2,1,1,1,1
1968325,3,1,1,1,0
1968326,3,0,2,1,0
1968327,2,1,1,2,0
1968328,2,1,1,2,0
1968329,2,0,3,1,0
1968330,2,0,2,1,1
196841,2,0,2,2,0
196842,3,0,1,1,1
196843,3,0,1,1,1
196844,3,0,2,1,0
196845,3,1,1,1,0
196846,0,3,2,1,0
196847,0,2,3,1,0
196848,0,1,3,2,0
196849,0,1,3,2,0
1968410,0,1,3,2,0
1968411,0,1,2,2,1
1968412,0,1,2,1,2
1968413,0,1,3,1,1
1968414,2,1,2,1,0
1968415,2,1,2,1,0
1968416,0,2,3,1,0
1968417,0,3,2,1,0
1968418,0,2,3,1,0
1968419,0,1,4,1,0
1968420,0,1,2,3,0
1968421,0,1,2,3,0
1968422,0,1,3,1,1
1968423,0,1,2,1,2
1968424,1,1,2,1,1
1968425,1,1,3,1,0
1968426,1,2,2,1,0
1968427,1,2,2,1,0
1968428,0,1,4,1,0
1968429,0,2,3,1,0
1968430,0,2,2,2,0
196851,0,1,3,2,0
196852,0,1,2,2,1
196853,0,1,2,2,1
196854,1,1,3,1,0
196855,1,1,2,1,1
196856,0,3,1,1,1
196857,0,3,2,1,0
196858,1,2,2,1,0
196859,1,2,2,1,0
1968510,0,2,2,2,0
1968511,0,3,1,2,0
1968512,0,3,1,1,1
1968513,0,2,2,1,1
1968514,1,2,1,2,0
1968515,1,2,1,2,0
1968516,0,3,2,1,0
1968517,0,3,1,1,1
1968518,0,2,2,1,1
1968519,0,2,3,1,0
1968520,1,2,1,2,0
1968521,1,2,1,2,0
1968522,0,2,2,1,1
1968523,0,3,1,1,1
1968524,1,3,1,1,0
1968525,1,2,2,1,0
1968526,0,3,1,2,0
1968527,0,3,1,2,0
1968528,0,2,3,1,0
1968529,0,2,2,1,1
1968530,0,2,1,2,1
196861,1,2,1,1,1
196862,1,2,1,1,1
196863,1,2,2,1,0
196864,1,3,1,1,0
196865,0,4,1,1,0
196866,0,2,3,1,0
196867,0,1,3,2,0
196868,0,1,3,2,0
196869,0,1,3,2,0
1968610,0,1,2,2,1
1968611,0,1,2,1,2
1968612,0,1,3,1,1
1968613,2,1,2,1,0
1968614,2,1,2,1,0
1968615,0,2,3,1,0
1968616,0,3,2,1,0
1968617,0,2,3,1,0
1968618,0,1,4,1,0
1968619,0,1,2,3,0
1968620,0,1,2,3,0
1968621,0,1,3,1,1
1968622,0,1,2,1,2
1968623,1,1,2,1,1
1968624,1,1,3,1,0
1968625,1,2,2,1,0
1968626,1,2,2,1,0
1968627,0,1,4,1,0
1968628,0,2,3,1,0
1968629,0,2,2,2,0
1968630,0,1,3,2,0
196871,0,1,2,2,1
196872,0,1,2,2,1
196873,1,1,3,1,0
196874,1,1,2,1,1
196875,0,2,2,1,1
196876,0,2,3,1,0
196877,1,1,3,1,0
196878,1,0,4,1,0
196879,0,0,4,2,0
1968710,0,1,3,2,0
1968711,0,1,3,1,1
1968712,0,0,4,1,1
1968713,1,0,3,2,0
